id,name,address,rating,review_count
82865,Livin Hub Guest House,"House No. 68-A, Nazim Ud Din Road F-8/4, 44000, Islamabad, Pakistan",4.0,462
82866,Shawnze House,"House no. 14, street no. 44, Marvi road, Behind Saudi Pak Tower, Sector F-7/1",3.6,16
82867,Best Western Premier Islamabad,"6 Islamabad Club Road, Islamabad",4.1,2253
82868,Hotel Red Line,"Islamabad Hotel Nadir International, 2Nd And 3Rd Floor, 44000, Pakistan",4.2,807
82869,Reina Boutique Hotel - G6,"Street 1 Building 9, 44000, Islamabad, Pakistan",3.8,539
82870,AL Waqqas Hotel,"Faizabad, Islamabad, Pakistan",3.7,1024
82871,Hotel City Inn,"Main IJP Road, Near Double Road Chowk, 46000, Islamabad, Pakistan",3.5,39
82872,Hotel H6,"Safari View Plaza Korang Town Extension, 44000, Rawalpindi, Pakistan",4.3,43
82873,Envoy Continental Hotel,"A.K. Fazl-ul-Haq Rd, Islamabad 44000, Pakistan",4.0,2020
82874,Chateau Royal,"House No 1 Street No 64, Ismail Zabhee Rd F-8/4, Islamabad 44000, Pakistan",4.5,6871
82875,Hotel de Papáe (Intl),"16-D, West Service Rd, Islamabad 44000, Pakistan",4.0,1817
82876,Hill View Hotel,"Islamabad, Pakistan",4.2,4361
82877,Bella View Lounge,"2A, Kaghan Road, Main Faisal Avenue Sector F-8/4, Kaghan Rd, Islamabad, Pakistan",4.3,820
82878,Comfort Residency,"47, College Rd, Islamabad, Pakistan",3.9,515
82879,Hotel Margala,"Hotel Margala, M2 near Convention Centre Islamabad, Pakistan, Kashmir Hwy, Islamabad, Pakistan",4.2,3813
82880,Islamabad Serena Hotel,"Khayaban-e-Suhrwardy, Opposite Convention Centre,, Islamabad 44000, Pakistan",4.5,29653
82881,Gofas Lodge,"27-A, St 17, F-7-2, F-7, Islamabad 44000, Pakistan",4.0,396
82882,Serai Boutique Hotel,"2-A Main Entrance Street 16, Main School Road,, School Rd, Islamabad 44000, Pakistan",4.3,303
82883,Crown Plaza Hotel,"Jinnah Ave, Islamabad 44000, Pakistan",4.0,2117
82884,Delano Inn,"House # 286-B, Street # 7, Sector F-10/3، Islamabad 44000, Pakistan",4.0,466
82885,Hotel DE Palazzo,"Islamabad, Pakistan",3.9,655
82886, Best Western Premier Islamabad,"6# Club Road, Islamabad, 44000, Pakistan",4.1,2253
82887,Ramada Islamabad,"1, Club Road, Murree Road, Islamabad - 44000",4.3,6138
84159,Sarawan Hotel,"Raja Ghazanfar Ali Rd, Karachi 74400, Pakistan",3.5,820
84160,Beach Luxury Hotel,"Moulvi Tamizuddin Khan Rd, Karachi, Pakistán",4.5,17541
84161,ELEGANCE SERVICES GUEST HOUSE,"4-C Lane 9, Karachi, Pakistan",4.3,115
84162,Royal Inn Hotel Appartment,"12 d, 12-c PECHS Block 6, Karachi, Pakistan",4.2,52
84163,Ramada Karachi Creek,"Zulfiqar Street 1 DHA Phase-VIII Karachi, Pakistan 75500",4.1,3000
84164,Elegant Palace Guest House,"E-151 Block B Shaheen shinwari street Gulshan e jamal karachi, 74000, Karachi, Pakistan",4.3,744
84165,Orchards Cottage,"C-13, Block 04 , Near Chinese Consulate, Near, Dolmen Mall, 75500, Karachi, Pakistan",4.4,455
84166,Hotel Country Inn,"19-1-B, Block 6, P.E.C.H.S, Adj. Bank Al Habib, Off Shahra-e-Faisal, Karachi, Pakistan",4.0,1371
84167,Hotel Faran,"Pakistan Employees Co-Operative Housing Society, Karachi, Pakistan",3.9,2098
84168,Zifan Hotel & Suites,"29-B, Off Sharah-e-Faisal, PECHS Block 6, Karachi,75400, Pakistan",4.2,1125
84169,Asaish Guest House,"7 O, Block 6, PECHS, Nursery, 75400, Karachi, Pakistan",4.2,637
84170,Cosy Vista Guest House,"C22/1, Block 4, Clifton, 75500, Karachi, Pakistan",4.8,59
84171,Hotel Second Home,"9/22 Mustafa Avenue, Main Liaquat Ali Khan Road, Model Colony, 75100, Karachi, Pakistan",4.2,43
84172,Bondi Beach Resort,"D-39 Darakshan Villas D.H.A Phase 06,Near Beach View Club Karachi, 75500, Pakistan",4.6,133
84173,Hotel Island Clifton,"50-B, Street 12, Bath Island Road,Near Teen Talwar, 75400, Karachi, Pakistan",4.4,258
84174,New Grace Inn,"House # 24 - B/1, Circular Street,Near, Dha Club, 75500, Karachi, Pakistan",4.2,146
84175,7 S even Guest House,"Walton Road, 75400, Karachi, Pakistan",4.3,293
84176,GOHO ROOMS 10th Commercial,"Dha Phase 4, 10Th Commercial Street Plot 112, 75500, Karachi, Pakistan",4.2,193
84177,Royal Fantasy,"Banglow F 46 Clifton Block 8 Teen Talwar, 75500, Karachi, Pakistan",2.8,31
84178,New Sprit Luxury Room,"R2gr5hj, 75600, Karachi, Pakistan",4.3,229
84179,Star Guesthouse Karachi,"18 Banglore Town Shahrehe Faisal Block A, 75300, Karachi, Pakistan",4.2,293
84180,Waypoint Hotel,"Khayaban-E-Mujahid, 75500, Karachi, Pakistan",4.6,165
84181,Airport Hotel,"Star Gate Road, Airport, 75350, Karachi, Pakistan",3.5,2115
84182,Four Square by WI,"Khayaban-E-Roomi, 75500, Karachi, Pakistan",0.0,0
84183,Sivana Guesthouse,"D-139 Saba Ave, 75500, Karachi, Pakistan",3.9,145
84184,Guest House,"A-98 Block C Gulshan E Jamal, Karachi, Pakistan",4.8,9
84185,GOHO Rooms Badar,"4Th Floor, Plot 11-C Badar Commercial, Street 2, Phase V, Defence V, 75500, Karachi, Pakistan",4.2,193
84186,HirA GuesT HousE & BanqueT,"Shahrah-E-Faisal, 75400, Karachi, Pakistan",4.2,119
84187,Hotel Pearl Inn,"Dr Daud Pota Rd, 75000, Karachi, Pakistan",4.4,574
84188,Hotel Seven 7,"44-A, Street, 11-A Bath Is Rd Gor Colony, Near Teen Talwar, Gor Colony Clifton, 75400, Karachi, Pakistan",3.9,220
84189,Vorano Hotel Karachi,"C12/1, Block 4, Kehkashan, Clifton, 75600, Karachi, Pakistan",4.0,85
84190,Sunset Suites,"13-C 6Th Sunset Lane, Phase 2-Ext, Dha, 75500, Karachi, Pakistan",3.8,264
84191,Hotel Bilal,"Tariq Rd, 75400, Karachi, Pakistan",3.8,730
84192,Ambiance Boutique Art Hotel Karachi,"F-177, Block 5 Clifton, 75600, Karachi, Pakistan",4.5,246
84193,Diamond Lodge karachi,"35 Khayaban-E-Mujahid, 75500, Karachi, Pakistan",4.1,16
84194,Hillside Homes,"Lal Muhammad Chaudhry Rd, 75100, Karachi, Pakistan",4.3,71
84195,Karachi Marriott Hotel,"9 Abdullah Haroon Rd, Karachi 10444, Pakistan",4.4,18260
84196,Hotel Mehran,"شاہراہ فیصل، Karachi, Pakistan",3.7,174
84197,Gulf Hotel,"22 Dr Daud Pota Rd, Saddar Karachi, 74000, Pakistan",3.0,43
84198,Hamsun,"11-B Shahrah-E-Faisal, 75400, Karachi, Pakistan",4.6,404
84199,Hilton Bay View Inn,"C22, 1 Opposite Dolmen Mall, Next To China Embassy, Block 4 Clifton,, 07516, Karachi, Pakistan",4.1,166
84200,Clifton Rezidor,"Pakistan Road, 75600, Karachi",4.5,67
84201,GOHO 10th Commercial,"10Th Commercial St, 75500, Karachi, Pakistan",4.2,193
84202,Hotel Sky Tower,"Murad Khan Rd, 74400, Karachi, Pakistan",4.1,904
84203,Luxury Inn,"245-1-B, Block 6, P.E.C.H.S, Karachi, Sindh, 75400, Pakistan",3.9,436
84204,The Enterprise,"W-2/10, North Western, Industrial Zone, Port Muhammad Bin Qasim، Karachi 75020, Pakistan",4.1,207
84205,Hill Top Hotel,"Karachi, Pakistan",3.5,211
84206,Hotel Excelsior Karachi,"Sarwar Shaheed Road, 75600, Karachi, Pakistan",4.3,824
84207,"Dreamworld Resort, Hotel & Golf Course","Gulshan-I-Maymar Rd, Karachi, Pakistan",4.2,13508
84208,Pearl Continental Hotel,"Dr Ziauddin Ahmed Rd, Karachi, Pakistan",4.4,41571
